Model,Scenario,Region,Year,Residues,Energy_crops,Waste,Solid_total,Prim_eng_bio,Unit,Share_energy_crops,Source,Estimation
GLOBIOM,SSP1-60,World,2100,,62.58750992,,68.21280699,,EJ/yr,0.92,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2020,,15.81757011,,45.58173555,,EJ/yr,0.35,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2030,,19.30257011,,33.64403266,,EJ/yr,0.57,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2040,,23.58657011,,29.25300864,,EJ/yr,0.81,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2050,,31.12718149,,36.53270445,,EJ/yr,0.85,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2060,,38.07591446,,43.46910895,,EJ/yr,0.88,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2070,,44.59201276,,50.04293849,,EJ/yr,0.89,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2080,,51.26501276,,56.80235895,,EJ/yr,0.9,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2090,,57.14001276,,62.78379899,,EJ/yr,0.91,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP1-Baseline,World,2100,,62.37850992,,68.00396496,,EJ/yr,0.92,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2020,,14.07902182,,44.13792121,,EJ/yr,0.32,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2030,,26.94757011,,55.16289484,,EJ/yr,0.49,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2040,,42.51257011,,69.77257129,,EJ/yr,0.61,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2050,,66.25272346,,99.32212253,,EJ/yr,0.67,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2060,,93.32975368,,138.1322831,,EJ/yr,0.68,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2070,,117.1237296,,167.7742236,,EJ/yr,0.7,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2080,,135.6926066,,188.3036066,,EJ/yr,0.72,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2090,,148.7938033,,205.8018033,,EJ/yr,0.72,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-19,World,2100,,158.4297291,,220.4067291,,EJ/yr,0.72,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2020,,15.40302182,,45.20883278,,EJ/yr,0.34,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2030,,23.79857011,,51.47823997,,EJ/yr,0.46,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2040,,33.68357011,,59.71157135,,EJ/yr,0.56,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2050,,46.10857011,,71.76696169,,EJ/yr,0.64,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2060,,63.56957558,,92.82447132,,EJ/yr,0.68,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2070,,88.51879874,,121.6918991,,EJ/yr,0.73,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2080,,114.822067,,150.748067,,EJ/yr,0.76,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2090,,135.2262508,,177.7272508,,EJ/yr,0.76,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-26,World,2100,,149.7567296,,201.0027296,,EJ/yr,0.75,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2020,,14.07902182,,43.97683278,,EJ/yr,0.32,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2030,,17.41257011,,45.08061517,,EJ/yr,0.39,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2040,,24.11757011,,50.13269322,,EJ/yr,0.48,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2050,,35.17457011,,60.56882148,,EJ/yr,0.58,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2060,,49.22557011,,77.04491738,,EJ/yr,0.64,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2070,,66.21457558,,90.32855163,,EJ/yr,0.73,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2080,,89.13618695,,107.5079976,,EJ/yr,0.83,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2090,,111.209067,,133.2714353,,EJ/yr,0.83,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-34,World,2100,,128.974067,,161.838067,,EJ/yr,0.8,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2020,,14.07902182,,44.30992121,,EJ/yr,0.32,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2030,,15.87857011,,43.5856277,,EJ/yr,0.36,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2040,,19.57257011,,45.57605981,,EJ/yr,0.43,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2050,,25.63857011,,51.00913636,,EJ/yr,0.5,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2060,,34.77057011,,62.57403564,,EJ/yr,0.56,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2070,,49.64918695,,73.11336742,,EJ/yr,0.68,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2080,,68.94718695,,82.22223777,,EJ/yr,0.84,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2090,,87.53590183,,93.94068956,,EJ/yr,0.93,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-45,World,2100,,102.2258114,,109.8479882,,EJ/yr,0.93,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2020,,14.07902182,,44.46692121,,EJ/yr,0.32,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2030,,15.43557011,,43.15324226,,EJ/yr,0.36,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2040,,16.28357011,,42.28409003,,EJ/yr,0.39,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2050,,18.56757011,,43.85902309,,EJ/yr,0.42,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2060,,26.85757011,,54.59174047,,EJ/yr,0.49,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2070,,35.21257558,,58.60377517,,EJ/yr,0.6,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2080,,43.17718695,,56.36401522,,EJ/yr,0.77,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2090,,50.35818695,,56.06517831,,EJ/yr,0.9,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-60,World,2100,,58.128064,,63.90937226,,EJ/yr,0.91,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2020,,14.07902182,,44.50692121,,EJ/yr,0.32,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2030,,15.43557011,,43.17221836,,EJ/yr,0.36,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2040,,16.28357011,,42.28706175,,EJ/yr,0.39,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2050,,18.67457011,,43.96427767,,EJ/yr,0.42,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2060,,25.67757011,,53.33822521,,EJ/yr,0.48,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2070,,34.41757011,,57.69856332,,EJ/yr,0.6,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2080,,41.79418695,,55.0669245,,EJ/yr,0.76,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2090,,48.18918695,,53.91665175,,EJ/yr,0.89,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP2-Baseline,World,2100,,53.70418697,,59.47557093,,EJ/yr,0.9,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2020,,21.62065033,,61.24188893,,EJ/yr,0.35,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2030,,33.93357011,,75.39225512,,EJ/yr,0.45,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2040,,49.39357011,,95.05388841,,EJ/yr,0.52,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2050,,70.58957011,,123.9001953,,EJ/yr,0.57,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2060,,98.41957011,,166.9415769,,EJ/yr,0.59,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2070,,120.9276396,,206.3224432,,EJ/yr,0.59,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2080,,138.8095167,,236.9329077,,EJ/yr,0.59,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2090,,151.4685167,,259.2540454,,EJ/yr,0.58,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-34,World,2100,,160.7690764,,276.8843864,,EJ/yr,0.58,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2020,,21.17265033,,60.91038833,,EJ/yr,0.35,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2030,,29.21457011,,70.9641886,,EJ/yr,0.41,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2040,,38.87857011,,82.70972401,,EJ/yr,0.47,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2050,,53.44457011,,100.7769806,,EJ/yr,0.53,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2060,,75.36657011,,130.5685296,,EJ/yr,0.58,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2070,,103.446588,,173.7349644,,EJ/yr,0.6,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2080,,125.849588,,209.3472476,,EJ/yr,0.6,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2090,,142.560588,,239.0189869,,EJ/yr,0.6,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-45,World,2100,,155.1171505,,262.3503165,,EJ/yr,0.59,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2020,,20.22565033,,59.98538833,,EJ/yr,0.34,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2030,,24.47857011,,66.14097896,,EJ/yr,0.37,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2040,,28.40657011,,72.25065863,,EJ/yr,0.39,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2050,,34.54557011,,81.10773408,,EJ/yr,0.43,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2060,,46.95757011,,95.9079738,,EJ/yr,0.49,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2070,,64.37444717,,115.811059,,EJ/yr,0.56,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2080,,83.91345263,,139.9403212,,EJ/yr,0.6,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2090,,105.1154526,,168.7048503,,EJ/yr,0.62,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-60,World,2100,,125.8406006,,200.6222222,,EJ/yr,0.63,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2020,,17.50665033,,57.26638833,,EJ/yr,0.31,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2030,,20.64757011,,62.29297896,,EJ/yr,0.33,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2040,,23.81457011,,67.66865863,,EJ/yr,0.35,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2050,,27.73857011,,74.26804196,,EJ/yr,0.37,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2060,,32.64457011,,81.60128631,,EJ/yr,0.4,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2070,,37.07244717,,87.88063728,,EJ/yr,0.42,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2080,,48.705064,,101.7348063,,EJ/yr,0.48,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2090,,58.551064,,113.6815994,,EJ/yr,0.52,Internal document,Share = (Energy crops / Solid total bioenergy)
GLOBIOM,SSP3-Baseline,World,2100,,66.17121198,,123.5873344,,EJ/yr,0.54,Internal document,Share = (Energy crops / Solid total bioenergy)
IMAGE,SSP1-19,World,2020,16.14474957,4.31858176,,,,EJ/yr,0.21,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2030,26.93948006,10.30235034,,,,EJ/yr,0.28,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2040,58.53847962,33.18240051,,,,EJ/yr,0.36,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2050,67.66850048,47.52381952,,,,EJ/yr,0.41,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2060,72.82982093,68.12998042,,,,EJ/yr,0.48,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2070,73.38903142,101.7292964,,,,EJ/yr,0.58,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2080,73.69765683,127.7169992,,,,EJ/yr,0.63,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2090,73.74173798,157.5608975,,,,EJ/yr,0.68,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-19,World,2100,74.37774848,181.8034995,,,,EJ/yr,0.71,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2020,15.71731046,4.322168832,,,,EJ/yr,0.22,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2030,21.60138035,8.096967168,,,,EJ/yr,0.27,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2040,35.81166797,15.6032297,,,,EJ/yr,0.3,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2050,52.03193037,22.12781056,,,,EJ/yr,0.3,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2060,64.90123059,44.24182989,,,,EJ/yr,0.41,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2070,70.25115136,75.33092864,,,,EJ/yr,0.52,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2080,73.2708864,122.5183969,,,,EJ/yr,0.63,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2090,73.64241818,162.3184998,,,,EJ/yr,0.69,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-26,World,2100,71.54874778,152.1006019,,,,EJ/yr,0.68,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2020,16.34358989,4.633619968,,,,EJ/yr,0.22,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2030,21.79591987,9.889087488,,,,EJ/yr,0.31,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2040,33.71785011,15.80315034,,,,EJ/yr,0.32,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2050,40.60578202,21.00748083,,,,EJ/yr,0.34,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2060,46.0407808,31.89080064,,,,EJ/yr,0.41,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2070,51.96578816,48.31069798,,,,EJ/yr,0.48,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2080,63.81656064,79.19448064,,,,EJ/yr,0.55,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2090,74.70953267,142.000898,,,,EJ/yr,0.66,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-34,World,2100,73.42120141,174.3866921,,,,EJ/yr,0.7,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2020,16.43299021,5.113380864,,,,EJ/yr,0.24,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2030,19.40501094,11.43324979,,,,EJ/yr,0.37,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2040,31.91391027,18.40504013,,,,EJ/yr,0.37,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2050,42.90220851,23.29868083,,,,EJ/yr,0.35,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2060,45.64763853,32.99965952,,,,EJ/yr,0.42,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2070,48.96867942,47.33942989,,,,EJ/yr,0.49,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2080,49.77783194,69.28428237,,,,EJ/yr,0.58,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2090,55.43949107,84.66436096,,,,EJ/yr,0.6,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-45,World,2100,63.1931904,96.30929715,,,,EJ/yr,0.6,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2020,16.54619034,4.980168192,,,,EJ/yr,0.23,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2030,22.51285914,11.72772966,,,,EJ/yr,0.34,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2040,33.61119027,18.79703962,,,,EJ/yr,0.36,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2050,41.01496013,22.57815962,,,,EJ/yr,0.36,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2060,46.01319014,31.13460941,,,,EJ/yr,0.4,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2070,50.57880064,45.86133914,,,,EJ/yr,0.48,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2080,52.89684992,66.47903846,,,,EJ/yr,0.56,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2090,52.15336858,80.49378918,,,,EJ/yr,0.61,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP1-Baseline,World,2100,51.20278118,81.21760973,,,,EJ/yr,0.61,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2020,19.12767078,5.36212992,,,,EJ/yr,0.22,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2030,34.88482918,18.62368051,,,,EJ/yr,0.35,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2040,55.93924813,23.7906391,,,,EJ/yr,0.3,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2050,63.53996186,30.86128947,,,,EJ/yr,0.33,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2060,78.54106214,39.62474086,,,,EJ/yr,0.34,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2070,83.26470042,45.97225882,,,,EJ/yr,0.36,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2080,81.22191872,54.90622054,,,,EJ/yr,0.4,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2090,83.54128691,59.87695002,,,,EJ/yr,0.42,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-19,World,2100,89.46379981,62.47985152,,,,EJ/yr,0.41,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2020,19.31157914,6.958273024,,,,EJ/yr,0.26,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2030,28.13800038,21.11610061,,,,EJ/yr,0.43,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2040,59.71419136,43.13720013,,,,EJ/yr,0.42,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2050,65.73604864,41.21217024,,,,EJ/yr,0.39,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2060,71.53499341,48.21592064,,,,EJ/yr,0.4,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2070,75.16527821,48.49691853,,,,EJ/yr,0.39,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2080,80.23369318,65.00356096,,,,EJ/yr,0.45,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2090,76.36138394,71.0124585,,,,EJ/yr,0.48,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-26,World,2100,79.49020365,74.90504294,,,,EJ/yr,0.49,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2020,16.84575027,6.971887104,,,,EJ/yr,0.29,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2030,19.71769958,20.95356928,,,,EJ/yr,0.52,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2040,22.35032986,41.12209101,,,,EJ/yr,0.65,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2050,37.786112,46.86646067,,,,EJ/yr,0.55,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2060,57.09151846,44.17522074,,,,EJ/yr,0.44,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2070,66.40318054,49.16235059,,,,EJ/yr,0.43,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2080,76.89913139,64.40230093,,,,EJ/yr,0.46,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2090,76.64037888,70.82837606,,,,EJ/yr,0.48,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-34,World,2100,80.62512333,85.45938637,,,,EJ/yr,0.51,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2020,16.10595021,7.082781184,,,,EJ/yr,0.31,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2030,15.16132045,19.2209408,,,,EJ/yr,0.56,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2040,24.64237978,37.68120934,,,,EJ/yr,0.6,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2050,35.19918899,44.2367017,,,,EJ/yr,0.56,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2060,35.05689805,39.66028186,,,,EJ/yr,0.53,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2070,41.37986048,39.91454925,,,,EJ/yr,0.49,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2080,57.33992858,45.87452006,,,,EJ/yr,0.44,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2090,78.46877594,64.95995085,,,,EJ/yr,0.45,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-45,World,2100,76.29453722,61.36190976,,,,EJ/yr,0.45,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2020,15.96200038,7.083964928,,,,EJ/yr,0.31,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2030,14.18659021,18.95734067,,,,EJ/yr,0.57,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2040,22.08659046,37.11265997,,,,EJ/yr,0.63,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2050,31.39999949,43.2845783,,,,EJ/yr,0.58,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2060,30.24234086,37.68247091,,,,EJ/yr,0.55,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2070,37.69749914,39.26734848,,,,EJ/yr,0.51,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2080,45.87911168,43.04653926,,,,EJ/yr,0.48,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2090,55.23012813,46.25999053,,,,EJ/yr,0.46,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-60,World,2100,65.19608115,48.97490944,,,,EJ/yr,0.43,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2020,16.0627497,7.010013184,,,,EJ/yr,0.3,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2030,13.97758976,18.75311002,,,,EJ/yr,0.57,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2040,21.79991962,37.08807987,,,,EJ/yr,0.63,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2050,30.36961997,43.34825882,,,,EJ/yr,0.59,Internal document,Share = Energy crops / (Energy crops + Residues)
